"","公司代號","year","股東配發s盈餘分配之現金股利元股"
"4645","1809",106,0.2
"4646","1817",106,2.3
"4647","1903",106,0
"4648","1904",106,0.7
"4649","1905",106,0.5
"4650","1906",106,1
"4651","1907",106,0.6
"4652","1909",106,1.75
"4653","2002",106,0.88
"4654","2002A",106,1.4
"4655","2006",106,1.4
"4656","2007",106,0
"4657","2008",106,0
"4658","2009",106,0
"4659","2010",106,0.5
"4660","2012",106,0.75
"4661","2013",106,0.24
"4662","2014",106,0
"4663","2015",106,3.5
"4664","2017",106,0.45
"4665","2020",106,1.42
"4666","2022",106,0
"4667","2023",106,0.2
"4668","2024",106,0.8
"4669","2025",106,0
"4670","2027",106,0.55
"4671","2028",106,0
"4672","2029",106,1.75
"4673","2030",106,1.01194885
"4674","2031",106,1.5
"4675","2032",106,0.1
"4676","2033",106,0.2
"4677","2034",106,1.8
"4678","2038",106,0
"4679","2049",106,3.5
"4680","2062",106,0.3
"4681","2069",106,1.2
"4682","2101",106,0.68
"4683","2102",106,0
"4684","2103",106,0.96
"4685","2105",106,1.8
"4686","2106",106,1.2
"4687","2107",106,0.65
"4688","2108",106,1
"4689","2109",106,0
"4690","2114",106,5
"4691","2115",106,1.5
"4692","2201",106,0.58
"4693","2204",106,1.8
"4694","2206",106,1
"4695","2207",106,12
"4696","2228",106,5.24
"4697","2231",106,7.5
"4698","2236",106,0.75
"4699","2243",106,0.5
"4700","2301",106,0.41
"4701","2302",106,0
"4702","2303",106,0.7
"4703","2305",106,0
"4704","2308",106,5
"4705","2312",106,0.3
"4706","2313",106,1.2
"4707","2314",106,0.2
"4708","2316",106,0
"4709","2321",106,0
"4710","2323",106,0
"4711","2327",106,14.36
"4712","2328",106,0.8
"4713","2329",106,0
"4714","2330",106,8
"4715","2331",106,0
"4716","2332",106,0
"4717","2337",106,1
"4718","2338",106,0
"4719","2340",106,1.35
"4720","2342",106,0
"4721","2344",106,1
"4722","2345",106,4.1354
"4723","2347",106,2.2
"4724","2348",106,3.6
"4725","2349",106,0
"4726","2351",106,2.5
"4727","2352",106,1.35
"4728","2353",106,0
"4729","2355",106,2.25
"4730","2356",106,1.65
"4731","2357",106,15
"4732","2358",106,0
"4733","2359",106,1
"4734","2360",106,4.5
"4735","2362",106,0
"4736","2363",106,0
"4737","2364",106,0
"4738","2365",106,0.02259757
"4739","2367",106,0.3
"4740","2368",106,0
"4741","2369",106,0.5
"4742","2371",106,0
"4743","2373",106,6
"4744","2374",106,0.8
"4745","2375",106,1.930967
"4746","2376",106,4
"4747","2377",106,4.5
"4748","2379",106,4.5
"4749","2380",106,0
"4750","2382",106,3.4
"4751","2383",106,4.8
"4752","2385",106,4.45
"4753","2387",106,0.4
"4754","2388",106,0
"4755","2390",106,0
"4756","2392",106,2
"4757","2393",106,3
"4758","2395",106,6.6
"4759","2397",106,4.2
"4760","2399",106,0.8
"4761","2401",106,0.5533
"4762","2402",106,0
"4763","2404",106,5
"4764","2405",106,0
"4765","2406",106,0
"4766","2408",106,3.6229488
"4767","2409",106,1.5
"4768","2412",106,4.796
"4769","2413",106,0
"4770","2414",106,1.4
"4771","2415",106,1
"4772","2417",106,0
"4773","2419",106,1.2
"4774","2420",106,2.7
"4775","2421",106,2.3
"4776","2423",106,1.5
"4777","2424",106,0
"4778","2425",106,0
"4779","2426",106,0.57999717
"4780","2427",106,0.25
"4781","2428",106,4
"4782","2429",106,0
"4783","2430",106,1.36
"4784","2431",106,0
"4785","2433",106,3.5
"4786","2434",106,0
"4787","2436",106,0.6
"4788","2438",106,0
"4789","2439",106,16.442
"4790","2440",106,0
"4791","2441",106,3
"4792","2442",106,0
"4793","2443",106,0
"4794","2444",106,0.04
"4795","2448",106,0.6881559
"4796","2449",106,1.4
"4797","2450",106,3.25
"4798","2451",106,5.8
"4799","2453",106,0.7
"4800","2454",106,7.5
"4801","2455",106,2.5
"4802","2456",106,2
"4803","2457",106,0
"4804","2458",106,2.3
"4805","2459",106,3
"4806","2460",106,0
"4807","2461",106,0.56
"4808","2462",106,0
"4809","2464",106,1.5
"4810","2465",106,0
"4811","2466",106,0
"4812","2467",106,1.5
"4813","2468",106,0.4
"4814","2471",106,0.61454845
"4815","2472",106,2.2
"4816","2474",106,12
"4817","2476",106,1.6
"4818","2476",106,1.1
"4819","2477",106,1.3
"4820","2478",106,0.6
"4821","2480",106,2.62
"4822","2481",106,0
"4823","2482",106,0
"4824","2483",106,1
"4825","2484",106,1
"4826","2485",106,0.4
"4827","2486",106,0
"4828","2488",106,1.9
"4829","2489",106,0
"4830","2491",106,0
"4831","2492",106,4
"4832","2493",106,1.75
"4833","2495",106,0.4
"4834","2496",106,0
"4835","2497",106,0
"4836","2498",106,0
"4837","2499",106,0
"4838","2501",106,1.2
"4839","2504",106,0.5
"4840","2506",106,0.15
"4841","2511",106,0.65
"4842","2514",106,0.25
"4843","2515",106,0.187
"4844","2516",106,0
"4845","2520",106,0.5
"4846","2524",106,0
"4847","2527",106,0.8
"4848","2528",106,0
"4849","2530",106,0
"4850","2534",106,2
"4851","2535",106,1.7768
"4852","2536",106,1.5
"4853","2537",106,0
"4854","2538",106,0.8
"4855","2539",106,1.5
"4856","2540",106,0
"4857","2542",106,1.492
"4858","2543",106,0
"4859","2545",106,0.5
"4860","2546",106,2.16
"4861","2547",106,0
"4862","2548",106,5.2
"4863","2597",106,2.35
"4864","2601",106,0
"4865","2603",106,0.2
"4866","2605",106,0.6
"4867","2606",106,1.2
"4868","2607",106,0.35
"4869","2609",106,0
"4870","2610",106,0.218182
"4871","2611",106,0.1
"4872","2612",106,0.5
"4873","2613",106,0.33
"4874","2614",106,0
"4875","2615",106,0.5
"4876","2616",106,2.5565317
"4877","2618",106,0.2
"4878","2630",106,0.85
"4879","2633",106,0.75
"4880","2634",106,1.13
"4881","2636",106,0.9
"4882","2637",106,0
"4883","2642",106,1.05
"4884","2701",106,0.245
"4885","2702",106,0
"4886","2704",106,0.4
"4887","2705",106,0
"4888","2706",106,0.276
"4889","2707",106,6.912
"4890","2712",106,0.112
"4891","2722",106,0.4
"4892","2723",106,6
"4893","2727",106,5.12969866
"4894","2731",106,5.2
"4895","2739",106,0.92
"4896","2748",106,2.75
"4897","2801",106,0.45
"4898","2809",106,1.5
"4899","2812",106,0.45
"4900","2816",106,0.7
"4901","2820",106,0.71
"4902","2823",106,0.8
"4903","2832",106,1.1
"4904","2834",106,0.268
"4905","2836",106,0.13
"4906","2838",106,0.4
"4907","2838A",106,0.45369863
"4908","2841",106,0
"4909","2845",106,0.439
"4910","2849",106,0.6
"4911","2850",106,1.82
"4912","2851",106,1
"4913","2852",106,0.6
"4914","2855",106,1.2
"4915","2856",106,0.26
"4916","2867",106,0
"4917","2880",106,0.5
"4918","2881",106,2.3
"4919","2881A",106,2.46
"4920","2882",106,2.5
"4921","2882A",106,2.28
"4922","2883",106,0.6
"4923","2884",106,0.6126
"4924","2885",106,0.55
"4925","2886",106,1.5
"4926","2887",106,0.54205596
"4927","2887E",106,2.375
"4928","2888",106,0.35
"4929","2889",106,0.65
"4930","2890",106,0.5
"4931","2891",106,1.08
"4932","2891B",106,0.04315068
"4933","2892",106,0.9
"4934","2897",106,0.3
"4935","2901",106,0.4061653
"4936","2903",106,1
"4937","2905",106,0.8
"4938","2906",106,0.23
"4939","2908",106,1.2
"4940","2910",106,0
"4941","2911",106,0.5
"4942","2912",106,25
"4943","2913",106,0.5
"4944","2915",106,4
"4945","2923",106,0.36
"4946","2936",106,0.3
"4947","2939",106,15
"4948","3002",106,0.25
"4949","3003",106,0.8
"4950","3004",106,2
"4951","3005",106,2.5
"4952","3006",106,2
"4953","3008",106,72.5
"4954","3010",106,3.3
"4955","3011",106,0
"4956","3013",106,0.5
"4957","3014",106,2.1
"4958","3015",106,1.5
"4959","3016",106,0.5
"4960","3017",106,1
"4961","3018",106,0
"4962","3019",106,1.6
"4963","3021",106,0.75
"4964","3023",106,4
"4965","3024",106,0
"4966","3025",106,0.128
"4967","3026",106,5
"4968","3027",106,0
"4969","3028",106,1.82
"4970","3029",106,1.3
"4971","3030",106,3
"4972","3031",106,0.85
"4973","3032",106,2
"4974","3033",106,1.3280731
"4975","3034",106,7.1
"4976","3035",106,2.7
"4977","3037",106,0.5
"4978","3038",106,0.4
"4979","3040",106,9
"4980","3042",106,2.5
"4981","3043",106,0
"4982","3045",106,5
"4983","3046",106,0
"4984","3047",106,0
"4985","3048",106,1
"4986","3049",106,0
"4987","3050",106,0.6
"4988","3051",106,0
"4989","3052",106,0.7
"4990","3054",106,0.4
"4991","3055",106,0.4
"4992","3056",106,2
"4993","3057",106,0
"4994","3058",106,0
"4995","3059",106,0.5
"4996","3060",106,0.6
"4997","3090",106,2.5
"4998","3094",106,0.54
"4999","3130",106,9.6
"5000","3149",106,0
"5001","3164",106,0
"5002","3167",106,2.5
"5003","3189",106,1.5
"5004","3209",106,0.8
"5005","3229",106,0
"5006","3231",106,1.2
"5007","3257",106,0.5
"5008","3266",106,0
"5009","3296",106,0
"5010","3305",106,0.5
"5011","3308",106,0
"5012","3311",106,0
"5013","3312",106,0
"5014","3321",106,0
"5015","3338",106,0.3
"5016","3346",106,2.5
"5017","3356",106,0
"5018","3376",106,1
"5019","3383",106,0
"5020","3406",106,3.5
"5021","3413",106,6
"5022","3416",106,1.7
"5023","3419",106,0
"5024","3432",106,0
"5025","3443",106,5
"5026","3450",106,3
"5027","3454",106,4
"5028","3501",106,3.2
"5029","3504",106,0
"5030","3514",106,0
"5031","3515",106,2
"5032","3518",106,0
"5033","3519",106,0
"5034","3528",106,2.3
"5035","3532",106,2.08
"5036","3533",106,5.5
"5037","3535",106,0
"5038","3536",106,0
"5039","3545",106,0
"5040","3550",106,1.31121428
"5041","3557",106,0
"5042","3561",106,0
"5043","3576",106,0
"5044","3579",106,0
"5045","3583",106,2
"5046","3591",106,0
"5047","3593",106,0
"5048","3605",106,0.4
"5049","3607",106,0
"5050","3617",106,5
"5051","3622",106,0
"5052","3645",106,1.5
"5053","3653",106,2
"5054","3661",106,1.0241
"5055","3665",106,7
"5056","3669",106,0.4
"5057","3673",106,3
"5058","3679",106,3
"5059","3682",106,0
"5060","3686",106,0
"5061","3694",106,0
"5062","3698",106,0
"5063","3701",106,0
"5064","3702",106,2.4
"5065","3703",106,0.6
"5066","3704",106,0
"5067","3705",106,1.8
"5068","3706",106,1.3
"5069","3708",106,0
"5070","3711",106,0
"5071","3990",106,1
"5072","4104",106,2.8
"5073","4106",106,0.8
"5074","4108",106,0
"5075","4119",106,2.15
"5076","4133",106,0.8
"5077","4137",106,6.5658
"5078","4141",106,0
"5079","4142",106,0
"5080","4144",106,1
"5081","4148",106,2.65
"5082","4155",106,1.52
"5083","4164",106,1.1
"5084","4190",106,2.5
"5085","4306",106,0.6
"5086","4414",106,0
"5087","4426",106,0.4
"5088","4438",106,4.56
"5089","4526",106,0
"5090","4532",106,1.8
"5091","4536",106,3
"5092","4545",106,0.15
"5093","4551",106,6.35
"5094","4552",106,5
"5095","4555",106,2
"5096","4557",106,5
"5097","4560",106,2
"5098","4562",106,2
"5099","4566",106,2.39
"5100","4720",106,0.2
"5101","4722",106,1.5
"5102","4725",106,0
"5103","4737",106,0
"5104","4739",106,3.01376
"5105","4746",106,2
"5106","4755",106,2.6
"5107","4763",106,5
"5108","4764",106,2.7
"5109","4807",106,3
"5110","4904",106,3.037
"5111","4906",106,0.8
"5112","4912",106,2.5
"5113","4915",106,3.2
"5114","4916",106,0.1
"5115","4919",106,2.5
"5116","4927",106,0
"5117","4930",106,0
"5118","4934",106,0
"5119","4938",106,4
"5120","4942",106,1.2
"5121","4943",106,5
"5122","4952",106,2.94
"5123","4956",106,0.5
"5124","4958",106,3.3
"5125","4968",106,0.63
"5126","4976",106,0
"5127","4977",106,3.82265
"5128","4984",106,0
"5129","4994",106,0
"5130","4999",106,2.7
"5131","5007",106,3
"5132","5203",106,1.7
"5133","5215",106,1
"5134","5225",106,0.7
"5135","5234",106,3.5
"5136","5243",106,1
"5137","5258",106,0.4
"5138","5259",106,0
"5139","5269",106,6
"5140","5284",106,3.2
"5141","5285",106,3.2
"5142","5288",106,4
"5143","5305",106,1.6
"5144","5388",106,3.75
"5145","5434",106,4.2
"5146","5469",106,0.8
"5147","5471",106,1.26
"5148","5484",106,0
"5149","5515",106,0.5
"5150","5519",106,0.4
"5151","5521",106,0
"5152","5522",106,2.5
"5153","5525",106,1.2
"5154","5533",106,0.7
"5155","5534",106,6.2
"5156","5538",106,2.5
"5157","5607",106,0.2
"5158","5608",106,0
"5159","5706",106,2.9
"5160","5871",106,3.8
"5161","5880",106,0.75
"5162","5906",106,0
"5163","5907",106,1.2
"5164","6005",106,0.2
"5165","6024",106,2.87
"5166","6108",106,1.35
"5167","6112",106,1.5
"5168","6115",106,2.2
"5169","6116",106,0.5
"5170","6120",106,0.4
"5171","6128",106,0.5
"5172","6133",106,0.1455981
"5173","6136",106,1.57
"5174","6139",106,1.5
"5175","6141",106,0.5
"5176","6142",106,0
"5177","6145",106,0
"5178","6152",106,0
"5179","6153",106,0.2
"5180","6155",106,0.45
"5181","6164",106,0.4
"5182","6165",106,0
"5183","6166",106,1.4
"5184","6168",106,0.98
"5185","6172",106,0
"5186","6176",106,4.8
"5187","6177",106,4.5
"5188","6183",106,1.5
"5189","6184",106,2.05
"5190","6189",106,1.74
"5191","6191",106,0.6
"5192","6192",106,3.3
"5193","6196",106,2.5
"5194","6197",106,1.25
"5195","6201",106,2.1
"5196","6202",106,3.636
"5197","6205",106,1.2
"5198","6206",106,4.5
"5199","6209",106,0
"5200","6213",106,3.1
"5201","6214",106,2.5
"5202","6215",106,0.6
"5203","6216",106,2.09078563
"5204","6224",106,3
"5205","6225",106,0
"5206","6226",106,0.055
"5207","6230",106,3.95
"5208","6235",106,0.3
"5209","6239",106,4.5
"5210","6243",106,0
"5211","6251",106,0
"5212","6257",106,1.82
"5213","6269",106,5
"5214","6271",106,4.97418968
"5215","6277",106,5.5
"5216","6278",106,1.3
"5217","6281",106,4
"5218","6282",106,0.5
"5219","6283",106,0
"5220","6285",106,3.7
"5221","6289",106,0
"5222","6405",106,0.5
"5223","6409",106,15
"5224","6412",106,3.1
"5225","6414",106,9
"5226","6415",106,6
"5227","6416",106,4
"5228","6422",106,3.5
"5229","6431",106,0
"5230","6442",106,2
"5231","6443",106,0
"5232","6451",106,0.94
"5233","6452",106,8
"5234","6456",106,9
"5235","6464",106,2
"5236","6477",106,0.42
"5237","6504",106,4.5
"5238","6505",106,6.3
"5239","6525",106,3
"5240","6531",106,1.5
"5241","6533",106,0
"5242","6541",106,0
"5243","6552",106,0.3
"5244","6573",106,1
"5245","6579",106,4.75
"5246","6581",106,5.35
"5247","6582",106,3.5
"5248","6591",106,2
"5249","6605",106,2.5
"5250","6625",106,0.5
"5251","8011",106,0
"5252","8016",106,5.5
"5253","8021",106,0.4
"5254","8033",106,0
"5255","8039",106,2.5
"5256","8046",106,0
"5257","8070",106,11
"5258","8072",106,0.5
"5259","8081",106,3.4
"5260","8101",106,0
"5261","8103",106,1
"5262","8105",106,0.2
"5263","8110",106,0.85
"5264","8112",106,2.84774
"5265","8114",106,4.94
"5266","8131",106,2.5
"5267","8150",106,0.3
"5268","8163",106,1.2
"5269","8201",106,0
"5270","8210",106,3
"5271","8213",106,1.5
"5272","8215",106,0.9
"5273","8222",106,0.3
"5274","8249",106,1.6
"5275","8261",106,0.45
"5276","8271",106,2.6
"5277","8341",106,6
"5278","8374",106,0.5
"5279","8404",106,0.3
"5280","8411",106,0.35
"5281","8427",106,0.35
"5282","8442",106,0
"5283","8443",106,0.14
"5284","8454",106,7.7745
"5285","8463",106,0.83
"5286","8464",106,10
"5287","8466",106,6
"5288","8467",106,1.5
"5289","8473",106,2.8
"5290","8478",106,2.03
"5291","8480",106,4
"5292","8481",106,2.85
"5293","8488",106,0.2
"5294","8497",106,2.29
"5295","8499",106,5
"5296","8926",106,1.3
"5297","8940",106,0
"5298","8996",106,1
"5299","9802",106,4.1
"5300","9902",106,0
"5301","9904",106,2
"5302","9905",106,1.7
"5303","9906",106,0
"5304","9907",106,0.5
"5305","9908",106,1.1
"5306","9910",106,5
"5307","9911",106,2.6
"5308","9912",106,0
"5309","9914",106,2
"5310","9917",106,4
"5311","9918",106,1.2
"5312","9919",106,0.35
"5313","9921",106,3.5
"5314","9924",106,2
"5315","9925",106,2
"5316","9926",106,1.6
"5317","9927",106,3
"5318","9928",106,0
"5319","9929",106,0
"5320","9930",106,1
"5321","9931",106,1.2
"5322","9933",106,3.23
"5323","9934",106,1.5
"5324","9935",106,0
"5325","9937",106,2
"5326","9938",106,3
"5327","9939",106,2.5
"5328","9940",106,2.5
"5329","9941",106,5.9
"5330","9942",106,4.2
"5331","9943",106,4
"5332","9944",106,0.3
"5333","9945",106,2
"5334","9946",106,0.6
"5335","9955",106,0
"5336","9958",106,0.3
